Avaspec driver test, v1.0
May 27,2005
Spectrometer found.
 - # channels: 1
 - # pixels:   2034
 - # extra_pix:14
 - Channel 0
   - Start: 0
   - Stop:  2034
   - Range: 0-2034
   - Calibration: 335.85, 0.138515, -6.14672e-06, -7.41674e-10, 0, 1.2, -90, 
Take a spectrum!
Done.
Dark pixels: 5583
370, 401, 393, 435, 372, 422, 419, 392, 390, 391, 396, 373, 425, 404, 
371.3, -13, -13
371.435, -9, -29
371.57, -14, -8
371.705, 3, -33
371.84, -32, 12
371.975, -4, -17
372.11, -16, -24
372.246, -7, 5
372.381, -5, -21
372.516, -25, 8
372.651, -43, 18
372.786, 23, -23
372.921, 13, -24
373.056, 7, -17
373.191, -23, 7
373.326, -4, -6
373.461, -17, -25
373.596, -14, 0
373.731, -28, 3
373.866, 3, -28
374.001, -32, 0
374.135, -10, 17
374.27, -29, -2
374.405, -7, -19
374.54, -31, 6
374.675, -1, -26
374.81, -22, -9
374.945, -20, -12
375.079, -23, 7
375.214, 2, -5
375.349, 17, -16
375.484, -24, 14
375.618, -8, -1
375.753, -15, -33
375.888, -21, -10
376.023, 33, -13
376.157, -22, 19
376.292, -21, -24
376.427, -9, -26
376.561, -38, -2
376.696, -31, -17
376.831, 11, -13
376.965, -12, -18
377.1, -8, -6
377.234, -31, 23
377.369, 7, -13
377.504, -17, 26
377.638, -7, 2
377.773, 23, 5
377.907, -15, -15
378.042, -38, 3
378.176, -7, -21
378.311, -39, 10
378.445, 3, -22
378.58, 12, -3
378.714, -23, -2
378.849, -8, -26
378.983, -18, 4
379.117, 6, -2
379.252, -14, 8
379.386, 12, -30
379.52, -13, -4
379.655, 3, -16
379.789, -17, -13
379.923, -10, -7
380.058, -24, -11
380.192, 8, -4
380.326, 17, -19
380.461, 8, 6
380.595, -19, -16
380.729, 16, -40
380.863, -10, -7
380.998, -28, 7
381.132, -11, -13
381.266, -2, 12
381.4, 7, 5
381.534, -9, 23
381.668, -4, 1
381.802, -17, -6
381.937, -10, -7
382.071, -20, -15
382.205, -16, -18
382.339, -8, -5
382.473, -30, 10
382.607, 0, -1
382.741, 68, -38
382.875, 25, 12
383.009, 6, 19
383.143, -31, -23
383.277, -18, -7
383.411, -18, 1
383.545, -18, -2
383.679, -26, -33
383.813, -16, -25
383.947, -20, -16
384.081, -10, -40
384.214, 9, 2
384.348, -14, -23
384.482, -26, 3
384.616, 3, -1
384.75, 0, -9
384.884, -13, 4
385.017, 21, -30
385.151, -10, 1
385.285, -21, -4
385.419, 9, -30
385.552, -40, 13
385.686, -3, 2
385.82, -6, 16
385.954, 17, -36
386.087, -13, -1
386.221, 2, 1
386.355, 12, 6
386.488, 3, -39
386.622, -5, 27
386.755, -25, 0
386.889, -9, 11
387.023, -11, 23
387.156, -8, -24
387.29, -5, 0
387.423, 1, 12
387.557, 105, -19
387.69, 49, -32
387.824, -11, -10
387.957, 6, 3
388.091, -15, -6
388.224, 10, -23
388.358, -30, 7
388.491, 9, -25
388.625, 14, -15
388.758, -30, 13
388.891, -9, -18
389.025, 1, -35
389.158, -24, 2
389.291, 16, 2
389.425, 76, -1
389.558, 1364, -177
389.691, 3230, -362
389.825, 1682, -177
389.958, 19, -14
390.091, -15, 21
390.224, 43, 15
390.358, 8, -33
390.491, 55, -13
390.624, 11, -8
390.757, 26, -29
390.89, 0, -6
391.024, 46, -16
391.157, 2, -1
391.29, 16, -26
391.423, -23, 7
391.556, 40, -25
391.689, -18, 23
391.822, 30, -1
391.955, -4, -6
392.088, 16, -7
392.221, -9, -3
392.354, -1, 23
392.487, 37, -14
392.62, 3, -1
392.753, -10, -14
392.886, 8, 4
393.019, 27, -26
393.152, 0, 16
393.285, -9, -3
393.418, 22, -11
393.551, 36, -32
393.684, 6, 10
393.817, 1, 5
393.95, 14, -32
394.082, -17, -13
394.215, 11, 3
394.348, -22, 41
394.481, 43, -11
394.614, 14, -26
394.746, 22, -7
394.879, -13, 0
395.012, -8, -1
395.145, -14, -2
395.277, -34, -9
395.41, -6, -18
395.543, -16, -14
395.675, -2, -18
395.808, 0, 0
395.941, -6, 2
396.073, 2, -7
396.206, -19, 1
396.339, -15, 30
396.471, 15, -15
396.604, -22, -18
396.736, -23, 7
396.869, 14, 25
397.001, 59, -8
397.134, 365, -49
397.266, 1549, -134
397.399, 1286, -135
397.531, 21, 22
397.664, -2, -16
397.796, 42, -26
397.929, -10, 1
398.061, 1, -3
398.193, -4, -28
398.326, 49, 4
398.458, -7, 17
398.591, -18, 30
398.723, -33, 4
398.855, -27, 9
398.987, 8, -8
399.12, -6, -3
399.252, 8, 7
399.384, -6, -20
399.517, 3, -23
399.649, 1, -6
399.781, -19, 0
399.913, 4, -18
400.045, 5, -10
400.178, -6, 10
400.31, 32, -7
400.442, 4, -13
400.574, -26, 19
400.706, 20, -4
400.838, -23, 0
400.97, 19, -7
401.103, -12, 2
401.235, -12, 25
401.367, 29, 3
401.499, -9, 22
401.631, 63, -10
401.763, 114, -4
401.895, 45, -9
402.027, 10, -15
402.159, 2, -10
402.291, -3, -8
402.423, 11, -17
402.554, 10, -20
402.686, 25, 11
402.818, 18, -2
402.95, -13, -31
403.082, 6, -6
403.214, 94, -13
403.346, 374, -69
403.477, 543, -40
403.609, 186, -18
403.741, -10, 2
403.873, 25, -23
404.005, 19, 15
404.136, 33, -14
404.268, -22, -1
404.4, -3, -5
404.531, 11, -29
404.663, -1, -7
404.795, 3, -22
404.926, 3, 9
405.058, -14, -10
405.19, 12, -27
405.321, 27, -20
405.453, -3, 16
405.585, 52, -20
405.716, 5, -12
405.848, -25, 6
405.979, -26, 2
406.111, -13, -10
406.242, 56, -48
406.374, -2, -5
406.505, -31, 6
406.637, 13, -19
406.768, -25, 1
406.9, -29, 0
407.031, -38, -1
407.163, -28, 1
407.294, 46, -5
407.425, -13, 10
407.557, -4, 4
407.688, 17, 18
407.819, -14, -7
407.951, -2, -5
408.082, 1, -3
408.213, -17, -6
408.345, -7, -27
408.476, 6, 14
408.607, -26, 23
408.738, 4, -24
408.869, -7, 2
409.001, -13, 16
409.132, -20, -6
409.263, 26, -14
409.394, 12, -27
409.525, -22, 11
409.656, 2, 9
409.788, -33, 5
409.919, -3, -9
410.05, -4, -13
410.181, -17, -7
410.312, -2, 16
410.443, -9, -33
410.574, -14, 3
410.705, 2, 5
410.836, 32, -39
410.967, 32, -34
411.098, -15, 15
411.229, -6, -1
411.36, 4, -9
411.491, 4, -22
411.622, -2, -7
411.753, -28, -4
411.883, 13, 4
412.014, -21, -13
412.145, -11, -7
412.276, -6, -1
412.407, -9, -18
412.538, 48, -39
412.668, 60, -11
412.799, 469, -3
412.93, 716, -77
413.061, 201, -35
413.191, 15, 4
413.322, 9, -4
413.453, 33, -28
413.584, 46, 1
413.714, -27, 33
413.845, -26, 4
413.976, 26, -8
414.106, -10, 2
414.237, -23, 11
414.367, 10, -5
414.498, 15, -15
414.629, -2, -11
414.759, -2, -19
414.89, -45, 50
415.02, 135, -37
415.151, 373, -74
415.281, 247, -5
415.412, -8, 1
415.542, -4, 10
